1 1368368731 ! 0 0 0 130966376 35908 78904 0 0 0 0 206 364 0 0 100 0
2 1368368738 ! 0 0 0 130962528 35916 78992 0 0 0 3 249 429 0 0 100 0
3 1368368745 ! 0 0 0 130957392 35932 79000 0 0 0 16 305 545 0 0 100 0
4 1368368752 ! 0 0 0 130951264 35940 79004 0 0 0 15 349 623 0 0 100 0
5 1368368759 ! 0 0 0 130945200 35948 79008 0 0 0 16 470 823 0 0 100 0
6 1368368767 ! 1 0 0 130939664 35956 79000 0 0 0 35 543 940 0 0 100 0
7 1368368774 ! 0 0 0 130934600 35964 79012 0 0 0 19 637 1121 0 0 100 0
8 1368368781 ! 0 0 0 130928016 35972 79024 0 0 0 17 655 1161 0 0 100 0
9 1368368788 ! 0 0 0 130920960 35980 79028 0 0 0 19 726 1317 0 0 100 0
10 1368368795 ! 0 0 0 130913776 35988 79020 0 0 0 17 836 1526 0 0 100 0
11 1368368803 ! 0 0 0 130909744 35996 79028 0 0 0 19 863 1624 0 0 100 0
12 1368368810 ! 0 0 0 130903056 36004 79028 0 0 0 0 967 1799 0 0 100 0
13 1368368817 ! 0 0 0 130897760 36012 79036 0 0 0 1 1044 1947 0 0 100 0
14 1368368824 ! 0 0 0 130893024 36028 79036 0 0 0 20 1083 2052 0 0 100 0
15 1368368831 ! 0 0 0 130887344 36036 79044 0 0 0 19 1222 2303 0 0 100 0
16 1368368838 ! 0 0 0 130881720 36044 79048 0 0 0 20 1229 2318 0 0 100 0
17 1368368846 ! 1 0 0 130874928 36056 79060 0 0 0 0 1333 2489 0 0 100 0
18 1368368853 ! 1 0 0 130867536 36072 79052 0 0 0 20 1414 2673 0 0 100 0
19 1368368860 ! 0 0 0 130861408 36080 79060 0 0 0 17 1480 2808 0 0 100 0
20 1368368867 ! 2 0 0 130855680 36088 79068 0 0 0 21 1595 3033 0 0 100 0
21 1368368874 ! 0 0 0 130849400 36096 79080 0 0 0 0 1594 3157 0 0 100 0
22 1368368882 ! 0 0 0 130842528 36104 79080 0 0 0 1 1706 3321 0 0 100 0
23 1368368889 ! 0 0 0 130835944 36120 79084 0 0 0 20 1734 3437 0 0 100 0
24 1368368896 ! 0 0 0 130829464 36128 79084 0 0 0 19 1822 3573 0 0 100 0
25 1368368903 ! 0 0 0 130825296 36136 79092 0 0 0 21 1904 3716 0 0 100 0
26 1368368911 ! 0 0 0 130819456 36144 79096 0 0 0 0 1991 3877 0 0 100 0
27 1368368918 ! 2 0 0 130814592 36160 79084 0 0 0 21 2044 4008 0 0 100 0
28 1368368925 ! 4 0 0 130808792 36168 79096 0 0 0 20 2130 4141 0 0 100 0
29 1368368932 ! 0 0 0 130802208 36176 79096 0 0 0 20 2185 4248 0 0 99 0
30 1368368939 ! 0 0 0 130794384 36184 79104 0 0 0 23 2329 4475 0 0 99 0
31 1368368946 ! 3 0 0 130788320 36200 79096 0 0 0 27 2320 4613 0 0 99 0
32 1368368954 ! 0 0 0 130780896 36208 79112 0 0 0 20 2504 4857 0 0 99 0
33 1368368961 ! 0 0 0 130774208 36216 79116 0 0 0 20 2517 4991 0 0 99 0
34 1368368968 ! 1 0 0 130768544 36224 79116 0 0 0 20 2601 5106 0 0 99 0
35 1368368975 ! 2 0 0 130762416 36232 79132 0 0 0 19 2660 5266 0 0 99 0
36 1368368982 ! 0 0 0 130755536 36240 79128 0 0 0 39 2708 5362 0 0 99 0
37 1368368990 ! 0 0 0 130749600 36248 79120 0 0 0 0 2758 5530 0 0 99 0
38 1368368997 ! 0 0 0 130743920 36256 79144 0 0 0 1 2902 5723 0 0 99 0
39 1368369004 ! 0 0 0 130737368 36272 79148 0 0 0 20 2917 5836 0 0 99 0
40 1368369011 ! 1 0 0 130730416 36280 79144 0 0 0 19 3056 5984 0 0 99 0
41 1368369019 ! 6 0 0 130723648 36288 79148 0 0 0 20 3113 6089 0 0 99 0
42 1368369026 ! 1 0 0 130718944 36296 79160 0 0 0 0 3203 6229 0 0 99 0
43 1368369033 ! 0 0 0 130712432 36312 79160 0 0 0 20 3226 6370 0 0 99 0
44 1368369040 ! 0 0 0 130704800 36320 79164 0 0 0 19 3338 6493 0 0 99 0
45 1368369047 ! 0 0 0 130697896 36328 79176 0 0 0 20 3396 6747 0 0 99 0
46 1368369055 ! 0 0 0 130692656 36336 79172 0 0 0 0 3448 6882 0 0 99 0
47 1368369062 ! 3 0 0 130687648 36344 79180 0 0 0 1 3538 6984 0 0 99 0
48 1368369069 ! 1 0 0 130680928 36360 79172 0 0 0 21 3594 7165 0 0 99 0
49 1368369076 ! 0 0 0 130674896 36368 79180 0 0 0 19 3740 7310 0 0 99 0
50 1368369083 ! 0 0 0 130669384 36376 79192 0 0 0 21 3778 7411 0 0 99 0
51 1368369091 ! 0 0 0 130663440 36384 79196 0 0 0 17 3893 7573 0 0 99 0
52 1368369098 ! 3 0 0 130657872 36392 79204 0 0 0 20 3938 7777 0 1 99 0
53 1368369105 ! 2 0 0 130650984 36400 79204 0 0 0 19 4061 7949 0 1 99 0
54 1368369112 ! 0 0 0 130646144 36408 79212 0 0 0 23 4067 8029 0 1 99 0
55 1368369120 ! 2 0 0 130638848 36416 79212 0 0 0 0 4074 8130 0 1 99 0
56 1368369127 ! 2 0 0 130632464 36424 79216 0 0 0 1 4216 8307 0 0 99 0
57 1368369134 ! 0 0 0 130627064 36440 79216 0 0 0 27 4285 8461 0 1 99 0
58 1368369141 ! 0 0 0 130619456 36448 79220 0 0 0 19 4328 8592 0 1 99 0
59 1368369149 ! 0 0 0 130614256 36456 79236 0 0 0 21 4405 8682 0 1 99 0
60 1368369156 ! 0 0 0 130608208 36464 79236 0 0 0 0 4430 8917 0 1 99 0
61 1368369163 ! 0 0 0 130600736 36480 79244 0 0 0 23 4513 8984 0 1 99 0
62 1368369170 ! 0 0 0 130596000 36488 79252 0 0 0 20 4618 9163 1 1 99 0
63 1368369177 ! 1 0 0 130590672 36496 79248 0 0 0 20 4698 9292 0 1 99 0
64 1368369185 ! 1 0 0 130583776 36504 79248 0 0 0 0 4743 9484 1 1 99 0
65 1368369192 ! 0 0 0 130577760 36512 79256 0 0 0 1 4810 9621 0 1 99 0
66 1368369199 ! 2 0 0 130572352 36528 79260 0 0 0 20 4976 9847 1 1 99 0
67 1368369206 ! 3 0 0 130565944 36536 79260 0 0 0 20 4898 9904 1 1 99 0
68 1368369214 ! 0 0 0 130559904 36544 79264 0 0 0 20 5038 10074 1 1 99 0
69 1368369221 ! 6 0 0 130554040 36552 79268 0 0 0 19 5059 10161 1 1 99 0
70 1368369228 ! 0 0 0 130547664 36560 79276 0 0 0 21 5202 10322 1 1 99 0
71 1368369235 ! 0 0 0 130541168 36568 79268 0 0 0 19 5181 10424 1 1 99 0
72 1368369243 ! 5 0 0 130534984 36576 79284 0 0 0 20 5263 10613 1 1 99 0
73 1368369250 ! 0 0 0 130528720 36584 79288 0 0 0 0 5371 10696 1 1 99 0
74 1368369257 ! 1 0 0 130523624 36592 79292 0 0 0 1 5528 10830 1 1 99 0
75 1368369264 ! 1 0 0 130517088 36608 79300 0 0 0 23 5640 11109 1 1 99 0
76 1368369271 ! 1 0 0 130510264 36616 79300 0 0 0 41 5649 11204 1 1 99 0
77 1368369279 ! 0 0 0 130506376 36624 79304 0 0 0 23 5714 11364 1 1 99 0
78 1368369286 ! 0 0 0 130499888 36632 79312 0 0 0 20 5733 11495 1 1 99 0
79 1368369293 ! 2 0 0 130493592 36640 79308 0 0 0 19 5755 11641 1 1 99 0
80 1368369301 ! 4 0 0 130486752 36648 79316 0 0 0 0 5910 11818 1 1 99 0
81 1368369308 ! 1 0 0 130481048 36664 79316 0 0 0 20 5980 11891 1 1 99 0
82 1368369315 ! 0 0 0 130476784 36672 79324 0 0 0 20 6025 12090 1 1 99 0
83 1368369322 ! 0 0 0 130469536 36680 79328 0 0 0 21 6096 12300 1 1 99 0
84 1368369330 ! 1 0 0 130463536 36688 79328 0 0 0 0 6076 12391 1 1 98 0
85 1368369337 ! 3 0 0 130456256 36704 79328 0 0 0 12 6225 12487 1 1 98 0
86 1368369344 ! 2 0 0 130449616 36712 79344 0 0 0 21 6196 12651 1 1 98 0
87 1368369351 ! 3 0 0 130443184 36720 79348 0 0 0 19 6410 12861 1 1 98 0
88 1368369358 ! 1 0 0 130437480 36728 79356 0 0 0 21 6471 13074 1 1 98 0
89 1368369366 ! 2 0 0 130431416 36736 79360 0 0 0 0 6489 13126 1 1 98 0
90 1368369373 ! 2 0 0 130425408 36752 79352 0 0 0 19 6678 13338 1 1 98 0
91 1368369380 ! 0 0 0 130417776 36760 79360 0 0 0 17 6701 13465 1 1 98 0
92 1368369387 ! 0 0 0 130412216 36768 79368 0 0 0 20 6736 13487 1 1 99 0
93 1368369395 ! 2 0 0 130407120 36776 79368 0 0 0 0 6970 13842 1 1 98 0
94 1368369402 ! 0 0 0 130401104 36784 79376 0 0 0 1 6974 13941 1 1 98 0
95 1368369409 ! 2 0 0 130394440 36800 79376 0 0 0 19 6985 13999 1 1 98 0
96 1368369417 ! 1 0 0 130390208 36808 79380 0 0 0 36 7013 14076 1 1 98 0
97 1368369424 ! 1 0 0 130383856 36816 79388 0 0 0 20 7146 14253 1 1 98 0
98 1368369431 ! 0 0 0 130377584 36824 79384 0 0 0 20 7150 14466 1 1 98 0
99 1368369438 ! 1 0 0 130371784 36832 79396 0 0 0 20 7226 14541 1 1 98 0
100 1368369446 ! 0 0 0 130365536 36840 79396 0 0 0 20 7372 14809 1 1 98 0
101 1368369453 ! 0 0 0 130359216 36848 79400 0 0 0 21 7390 14948 1 1 98 0
102 1368369460 ! 2 0 0 130353024 36856 79400 0 0 0 0 7496 14934 1 1 98 0
103 1368369467 ! 2 0 0 130346440 36864 79404 0 0 0 1 7652 15156 1 1 98 0
104 1368369475 ! 2 0 0 130341360 36880 79416 0 0 0 19 7681 15278 1 1 98 0
105 1368369482 ! 2 0 0 130335112 36888 79420 0 0 0 21 7737 15431 1 1 98 0
106 1368369489 ! 0 0 0 130328952 36896 79424 0 0 0 21 7771 15610 1 1 98 0
107 1368369497 ! 2 1 0 130322528 36912 79416 0 0 0 13 7814 15743 1 1 98 0
108 1368369504 ! 2 0 0 130316544 36920 79432 0 0 0 20 7974 15998 1 1 98 0
109 1368369511 ! 4 0 0 130310080 36928 79432 0 0 0 20 7995 16051 1 1 98 0
110 1368369518 ! 3 0 0 130303744 36936 79432 0 0 0 21 8112 16254 1 1 98 0
111 1368369526 ! 1 0 0 130297056 36944 79440 0 0 0 17 8068 16238 1 1 98 0
112 1368369533 ! 2 0 0 130289936 36952 79444 0 0 0 23 8182 16450 1 1 98 0
113 1368369540 ! 0 0 0 130284960 36960 79448 0 0 0 0 8192 16535 1 1 98 0
114 1368369547 ! 0 0 0 130278688 36976 79444 0 0 0 15 8286 16747 1 1 98 0
115 1368369555 ! 0 0 0 130273184 36984 79460 0 0 0 20 8322 16797 1 1 98 0
116 1368369562 ! 1 0 0 130265984 36992 79464 0 0 0 33 8439 17019 1 1 98 0
117 1368369569 ! 2 0 0 130260384 37000 79468 0 0 0 23 8623 17223 1 1 98 0
118 1368369577 ! 2 0 0 130254864 37008 79476 0 0 0 0 8580 17220 1 1 98 0
119 1368369584 ! 0 0 0 130248336 37024 79480 0 0 0 20 8697 17555 1 1 98 0
120 1368369591 ! 0 0 0 130242200 37032 79480 0 0 0 19 8834 17771 1 1 98 0
