1 1366704987 ! 0 0 0 3699108 23836 69748 0 0 0 0 118 137 0 0 100 0
2 1366704996 ! 0 0 0 3694356 23844 69772 0 0 0 0 176 222 0 0 100 0
3 1366705005 ! 1 0 0 3689664 23860 69792 0 0 0 9 230 300 0 0 100 0
4 1366705014 ! 0 0 0 3681036 23872 69808 0 0 1 3 292 379 0 0 100 0
5 1366705023 ! 0 0 0 3675552 23884 69844 0 0 3 0 368 472 0 0 99 0
6 1366705032 ! 0 0 0 3671368 23900 69864 0 0 0 0 405 539 0 0 99 1
7 1366705041 ! 0 0 0 3666584 23908 69884 0 0 0 1 446 617 0 0 100 0
8 1366705050 ! 0 0 0 3659692 23924 69904 0 0 0 11 509 703 0 0 100 0
9 1366705059 ! 0 0 0 3652800 23932 69924 0 0 0 20 574 779 0 0 100 0
10 1366705068 ! 0 0 0 3648068 23948 69944 0 0 0 9 627 865 0 0 100 0
11 1366705077 ! 0 0 0 3643384 23956 69964 0 0 0 0 689 942 0 0 100 0
12 1366705086 ! 0 0 0 3638072 23964 69984 0 0 0 1 743 1026 0 0 100 0
13 1366705095 ! 0 0 0 3631188 23980 70004 0 0 0 23 804 1106 0 0 100 0
14 1366705104 ! 0 0 0 3624148 23988 70024 0 0 0 1 855 1187 0 0 100 0
15 1366705113 ! 0 0 0 3619532 24004 70044 0 0 0 9 924 1268 0 0 99 0
16 1366705122 ! 0 0 0 3614228 24012 70064 0 0 0 0 984 1346 0 0 100 0
17 1366705131 ! 0 0 0 3609512 24020 70084 0 0 0 1 1034 1426 0 0 100 0
18 1366705140 ! 0 0 0 3600612 24036 70104 0 0 0 11 1083 1513 0 0 99 0
19 1366705149 ! 0 0 0 3595904 24044 70124 0 0 0 1 1154 1592 0 0 100 0
20 1366705158 ! 0 0 0 3590932 24060 70144 0 0 0 9 1203 1679 0 1 99 0
21 1366705167 ! 0 0 0 3584200 24068 70164 0 0 0 0 1256 1746 0 0 99 0
22 1366705176 ! 0 0 0 3576888 24076 70184 0 0 0 1 1317 1835 0 0 99 0
23 1366705185 ! 0 0 0 3571808 24092 70204 0 0 0 11 1374 1917 0 0 99 0
24 1366705194 ! 0 0 0 3567000 24100 70224 0 0 0 3 1434 1993 0 0 100 0
25 1366705203 ! 0 0 0 3561872 24116 70244 0 0 0 9 1491 2072 0 0 99 0
26 1366705212 ! 1 0 0 3555420 24124 70264 0 0 0 0 1545 2149 0 1 99 0
27 1366705221 ! 0 0 0 3548240 24132 70284 0 0 0 1 1606 2229 0 0 100 0
