1 1367939279 E4526E9C-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130992144 18484 73872 0 0 0 0 170 305 0 0 100 0
2 1367939284 E7926544-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130987536 18504 73876 0 0 0 0 174 288 0 0 100 0
3 1367939289 EAD0A84C-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130984328 18544 73940 0 0 0 0 221 370 0 0 100 0
4 1367939295 EE075092-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130978880 18560 73960 0 0 0 0 246 401 0 0 100 0
5 1367939300 F1406CBC-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130975536 18584 73976 0 0 0 0 313 531 0 0 100 0
6 1367939306 F46F7B76-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130972664 18604 73996 0 0 0 1 329 543 0 0 100 0
7 1367939311 F7A7715E-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130968272 18620 74024 0 0 0 4 360 624 0 0 100 0
8 1367939316 FADCF934-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130963552 18636 74040 0 0 0 39 424 704 0 0 100 0
9 1367939322 FE10C306-B727-11E2-A824-AD60C5F674C8 ! 0 0 0 130957736 18656 74064 0 0 0 0 455 801 0 0 100 0
10 1367939327 014AC6F2-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130952896 18672 74084 0 0 0 0 467 853 0 0 100 0
11 1367939332 047B1A7A-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130947992 18688 74096 0 0 0 0 527 961 0 0 100 0
12 1367939338 07B033E2-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130943552 18704 74124 0 0 0 0 574 1030 0 0 100 0
13 1367939343 0AF6BDB4-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130938880 18720 74140 0 0 0 0 575 1055 0 0 100 0
14 1367939349 0E2B8D70-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130933648 18736 74160 0 0 0 0 645 1166 0 0 100 0
15 1367939354 11693C12-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130928304 18752 74176 0 0 0 0 685 1233 0 0 100 0
16 1367939360 14A60D60-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130924040 18772 74200 0 0 0 0 737 1338 0 0 100 0
17 1367939365 17E2DC74-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130919512 18788 74220 0 0 0 0 775 1397 0 0 100 0
18 1367939371 1B1901C0-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130914832 18804 74240 0 0 0 0 812 1471 0 0 100 0
19 1367939376 1E596E9C-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130910528 18820 74268 0 0 0 0 849 1547 0 0 100 0
20 1367939381 21A3E17C-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130906032 18836 74280 0 0 0 3 898 1631 0 0 100 0
21 1367939387 24E2819A-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130900112 18852 74308 0 0 0 16 928 1718 0 0 100 0
22 1367939392 281D2A04-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130894880 18868 74324 0 0 0 0 967 1784 0 0 100 0
23 1367939398 2B5DDE70-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130890264 18884 74344 0 0 0 0 1023 1898 0 0 100 0
24 1367939403 2E989A12-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130884480 18900 74364 0 0 0 0 1015 1906 0 0 100 0
25 1367939409 31DA450E-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130880880 18916 74380 0 0 0 0 1085 2007 0 0 100 0
26 1367939414 35136070-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130875008 18932 74400 0 0 0 0 1131 2096 0 0 100 0
27 1367939420 385B5DDC-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130870688 18948 74432 0 0 0 16 1156 2141 0 0 100 0
28 1367939425 3B98CB1A-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130865048 18964 74448 0 0 0 0 1230 2276 0 0 100 0
29 1367939430 3ED58D68-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130858848 18980 74468 0 0 0 0 1250 2318 0 0 100 0
30 1367939436 4217BF8C-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130854800 18996 74484 0 0 0 0 1291 2388 0 0 100 0
31 1367939442 4567AD5A-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130849936 19012 74504 0 0 0 0 1339 2478 0 0 100 0
32 1367939447 48B31FDA-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130844952 19028 74524 0 0 0 0 1349 2520 0 0 100 0
33 1367939453 4BFBCEB2-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130839888 19044 74540 0 0 0 0 1410 2623 0 0 100 0
34 1367939458 4F429556-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130835424 19064 74572 0 0 0 0 1452 2697 0 0 100 0
35 1367939464 528A7C2E-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130829448 19080 74592 0 0 0 0 1470 2746 0 0 100 0
36 1367939469 55D955EE-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130824720 19096 74612 0 0 0 0 1529 2850 0 0 100 0
37 1367939475 5925D9DE-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130819712 19112 74628 0 0 0 0 1559 2920 0 0 100 0
38 1367939480 5C7ECA96-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130814600 19128 74652 0 0 0 0 1618 3016 0 0 100 0
39 1367939486 5FC4B2F6-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130809704 19144 74672 0 0 0 3 1659 3089 0 0 100 0
40 1367939492 6310ED76-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130805184 19160 74692 0 0 0 16 1712 3177 0 0 100 0
41 1367939497 667E2F8C-B728-11E2-A824-AD60C5F674C8 ! 2 0 0 130799952 19176 74712 0 0 0 0 1738 3247 0 0 100 0
42 1367939503 69CA9734-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130794320 19192 74736 0 0 0 0 1779 3319 0 0 100 0
43 1367939508 6D2AE8AC-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130788560 19208 74756 0 0 0 0 1828 3407 0 0 100 0
44 1367939514 70801B44-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130782952 19224 74772 0 0 0 0 1860 3466 0 0 100 0
45 1367939520 73DE621E-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130778440 19240 74792 0 0 0 3 1888 3523 0 0 100 0
46 1367939525 772B72B8-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130773096 19256 74816 0 0 0 17 1940 3625 0 0 100 0
47 1367939531 7A7E1948-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130768080 19272 74836 0 0 0 0 1961 3674 0 0 100 0
48 1367939536 7DD34884-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130762704 19288 74856 0 0 0 0 2008 3772 0 0 100 0
49 1367939542 8129A42E-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130757888 19304 74876 0 0 0 0 2064 3855 0 0 100 0
50 1367939547 8477F3E2-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130752752 19320 74896 0 0 0 0 2070 3893 0 0 100 0
51 1367939553 87C7B3FC-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130748128 19336 74912 0 0 0 0 2150 3994 0 0 100 0
52 1367939559 8B20548C-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130742880 19352 74936 0 0 0 0 2197 4098 0 0 100 0
53 1367939564 8E8819F2-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130737416 19368 74960 0 0 0 0 2221 4145 0 0 100 0
54 1367939570 91DA3612-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130732592 19384 74976 0 0 0 0 2284 4231 0 0 100 0
55 1367939575 95318F22-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130727072 19400 74996 0 0 0 0 2294 4272 0 0 100 0
56 1367939581 9886F73E-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130721992 19416 75024 0 0 0 0 2361 4377 0 0 100 0
57 1367939587 9BE11568-B728-11E2-A824-AD60C5F674C8 ! 1 0 0 130717200 19436 75040 0 0 0 0 2391 4486 0 0 100 0
58 1367939592 9F3339EE-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130711888 19452 75068 0 0 0 0 2451 4527 0 0 100 0
59 1367939598 A296CCD6-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130707312 19468 75084 0 0 0 0 2483 4618 0 0 100 0
60 1367939604 A5F8A0A2-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130701296 19484 75108 0 0 0 0 2501 4659 0 0 100 0
61 1367939609 A955E840-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130695360 19500 75120 0 0 0 0 2578 4773 0 0 100 0
62 1367939615 ACCA669A-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130691016 19516 75148 0 0 0 0 2586 4847 0 0 100 0
63 1367939621 B028D42A-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130685344 19532 75168 0 0 0 0 2669 4907 0 0 100 0
64 1367939626 B380A29C-B728-11E2-A824-AD60C5F674C8 ! 0 0 0 130679856 19548 75188 0 0 0 3 2713 4994 0 0 100 0
